


Fecha Local,Fecha UTC,Direcci�n del Viento (grados),Direcci�n de r�faga (grados),Rapidez de viento (km/h),Rapidez de r�faga (km/h),Temperatura del Aire (�C),Humedad relativa (%),Presi�n Atmosf�rica (hpa),Precipitaci�n (mm),Radiaci�n Solar (W/m�),
2022-07-30 00:40:00,2022-07-30 05:40:00,293.0,300.0,8,13.1,15.5,100,781.7,0,0,
2022-07-30 00:30:00,2022-07-30 05:30:00,288.0,293.0,8.5,13.7,15.5,100,781.7,0,0,
2022-07-30 00:20:00,2022-07-30 05:20:00,298.0,299.0,7.6,14.9,15.6,100,781.7,0,0,
2022-07-30 00:10:00,2022-07-30 05:10:00,298.0,298.0,7.6,14.9,15.7,100,781.7,0,0,
2022-07-30 00:00:00,2022-07-30 05:00:00,281.0,276.0,6.5,11.4,15.8,100,781.6,0,0,
2022-07-29 23:50:00,2022-07-30 04:50:00,281.0,295.0,7.8,13.1,15.9,100,781.5,0,0,
2022-07-29 23:40:00,2022-07-30 04:40:00,303.0,299.0,6.5,14.9,16,100,781.5,0,0,
2022-07-29 23:30:00,2022-07-30 04:30:00,315.0,303.0,6.9,14.9,16.1,100,781.4,0,0,
2022-07-29 23:20:00,2022-07-30 04:20:00,315.0,316.0,8.7,14.9,16.3,100,781.3,0,0,
2022-07-29 23:10:00,2022-07-30 04:10:00,306.0,300.0,9.5,17.2,16.3,100,781.2,0,0,
2022-07-29 23:00:00,2022-07-30 04:00:00,302.0,301.0,7.1,12,16.3,100,781.3,0,0,
2022-07-29 22:50:00,2022-07-30 03:50:00,312.0,316.0,6.1,10.8,16.3,100,781.1,0,0,
2022-07-29 22:40:00,2022-07-30 03:40:00,312.0,323.0,5.8,10.2,16.4,100,781,0,0,
2022-07-29 22:30:00,2022-07-30 03:30:00,311.0,312.0,6.6,10.2,16.5,100,781,0,0,
2022-07-29 22:20:00,2022-07-30 03:20:00,307.0,330.0,5.8,10.2,16.5,100,780.9,0,0,
2022-07-29 22:10:00,2022-07-30 03:10:00,297.0,304.0,7.5,12.5,16.5,100,780.9,0,0,
2022-07-29 22:00:00,2022-07-30 03:00:00,294.0,302.0,7.3,12.5,16.6,100,780.8,0,0,
2022-07-29 21:50:00,2022-07-30 02:50:00,291.0,289.0,7.8,12.5,16.6,100,780.7,0,0,
2022-07-29 21:40:00,2022-07-30 02:40:00,291.0,288.0,8.7,16.6,16.5,100,780.6,0,0,
2022-07-29 21:30:00,2022-07-30 02:30:00,281.0,283.0,7.5,12,16.5,100,780.5,0,0,
2022-07-29 21:20:00,2022-07-30 02:20:00,281.0,293.0,7.3,12.5,16.5,100,780.5,0,0,
2022-07-29 21:10:00,2022-07-30 02:10:00,279.0,288.0,6.7,10.8,16.5,100,780.4,0,0,
2022-07-29 21:00:00,2022-07-30 02:00:00,283.0,256.0,7.1,11.4,16.5,100,780.3,0,0,
2022-07-29 20:50:00,2022-07-30 01:50:00,274.0,265.0,7.4,10.2,16.5,100,780.1,0,0,
2022-07-29 20:40:00,2022-07-30 01:40:00,275.0,269.0,5.7,7.9,16.6,100,780,0,0,
2022-07-29 20:30:00,2022-07-30 01:30:00,281.0,289.0,6,8.5,16.7,100,780,0,0,
2022-07-29 20:20:00,2022-07-30 01:20:00,294.0,292.0,5.9,8.5,16.7,100,779.9,0,0,
2022-07-29 20:10:00,2022-07-30 01:10:00,297.0,300.0,6,9.7,16.7,100,779.9,0,3,
2022-07-29 20:00:00,2022-07-30 01:00:00,295.0,297.0,6.7,12,16.8,100,779.8,0,7,
2022-07-29 19:50:00,2022-07-30 00:50:00,296.0,295.0,7,11.4,16.8,100,779.7,0,14,
2022-07-29 19:40:00,2022-07-30 00:40:00,290.0,303.0,6.9,12,16.8,100,779.6,0,24,
2022-07-29 19:30:00,2022-07-30 00:30:00,285.0,278.0,7.2,11.4,16.8,100,779.5,0,33,
2022-07-29 19:20:00,2022-07-30 00:20:00,276.0,288.0,6.7,10.8,16.8,100,779.5,0,38,
2022-07-29 19:10:00,2022-07-30 00:10:00,261.0,261.0,8.9,14.3,16.8,100,779.3,0,55,
2022-07-29 19:00:00,2022-07-30 00:00:00,252.0,257.0,6.8,9.1,16.8,100,779.2,0,90,
2022-07-29 18:50:00,2022-07-29 23:50:00,237.0,250.0,6.6,8.5,16.7,100,779.2,0,115,
2022-07-29 18:40:00,2022-07-29 23:40:00,234.0,238.0,7.4,10.8,16.4,100,779.2,0,135,
2022-07-29 18:30:00,2022-07-29 23:30:00,235.0,250.0,8.5,12,16.2,100,779.2,0,143,
2022-07-29 18:20:00,2022-07-29 23:20:00,240.0,245.0,8.6,12,16,98,779.3,0,141,
2022-07-29 18:10:00,2022-07-29 23:10:00,234.0,243.0,7.4,11.4,15.8,91,779.4,0,122,
2022-07-29 18:00:00,2022-07-29 23:00:00,224.0,216.0,4.2,7.4,15.6,84,779.4,0,107,
2022-07-29 17:50:00,2022-07-29 22:50:00,233.0,212.0,4,7.4,15.4,78,779.5,0,101,
2022-07-29 10:40:00,2022-07-29 15:40:00,76.0,60.0,5.6,10.8,18,100,781.7,0,408,
2022-07-29 10:30:00,2022-07-29 15:30:00,65.0,60.0,3.4,5.6,17.7,100,781.6,0,316,
2022-07-29 10:20:00,2022-07-29 15:20:00,343.0,208.0,2.4,3.9,17.5,100,781.5,0,280,
2022-07-29 10:10:00,2022-07-29 15:10:00,50.0,35.0,3.8,8.5,17.3,100,781.5,0.25,288,
2022-07-29 10:00:00,2022-07-29 15:00:00,90.0,108.0,2.8,5.6,16.9,100,781.5,0,319,
2022-07-29 09:50:00,2022-07-29 14:50:00,80.0,91.0,2.9,5.6,16.4,100,781.5,0,234,
2022-07-29 09:40:00,2022-07-29 14:40:00,15.0,21.0,2.7,6.2,16.1,100,781.6,0,186,
2022-07-29 09:30:00,2022-07-29 14:30:00,10.0,27.0,4.7,8.5,16,99,781.5,0,153,
2022-07-29 09:20:00,2022-07-29 14:20:00,0.0,333.0,2.6,5.6,15.9,98,781.5,0,138,
2022-07-29 09:10:00,2022-07-29 14:10:00,29.0,37.0,3.3,5.6,15.7,96,781.4,0,144,
2022-07-29 09:00:00,2022-07-29 14:00:00,36.0,14.0,3.4,4.5,15.4,94,781.3,0,151,
2022-07-29 08:50:00,2022-07-29 13:50:00,103.0,102.0,3.7,6.2,15.4,88,781.3,0,131,
2022-07-29 05:40:00,2022-07-29 10:40:00,94.0,95.0,5.3,6.8,15,97,780.2,0,0,
2022-07-29 05:30:00,2022-07-29 10:30:00,101.0,89.0,5.3,7.4,14.9,97,780.2,0,0,
2022-07-29 05:20:00,2022-07-29 10:20:00,115.0,127.0,5.1,7.9,14.9,95,780.3,0,0,
2022-07-29 05:10:00,2022-07-29 10:10:00,61.0,72.0,0,0,15,92,780.3,0,0,
2022-07-29 05:00:00,2022-07-29 10:00:00,99.0,72.0,0,0,15,90,780.3,0,0,
2022-07-29 04:50:00,2022-07-29 09:50:00,78.0,72.0,0,0,15,90,780.4,0,0,
2022-07-29 04:40:00,2022-07-29 09:40:00,82.0,72.0,3.8,6.8,15.1,91,780.4,0,0,
2022-07-29 04:30:00,2022-07-29 09:30:00,66.0,51.0,6.2,8.5,15.1,93,780.4,0,0,
2022-07-29 04:20:00,2022-07-29 09:20:00,74.0,62.0,6.4,9.1,15.2,95,780.4,0,0,
2022-07-29 04:10:00,2022-07-29 09:10:00,100.0,102.0,4.3,6.2,15.2,98,780.4,0,0,
2022-07-29 04:00:00,2022-07-29 09:00:00,112.0,124.0,3.7,6.2,15.2,95,780.5,0,0,
2022-07-29 03:50:00,2022-07-29 08:50:00,52.0,65.0,3.2,6.2,15.3,95,780.5,0,0,
2022-07-29 03:40:00,2022-07-29 08:40:00,93.0,59.0,0,0,15.2,96,780.6,0,0,
2022-07-29 03:30:00,2022-07-29 08:30:00,102.0,59.0,0,0,15.2,97,780.6,0,0,
2022-07-29 03:20:00,2022-07-29 08:20:00,79.0,59.0,0,0,15.2,97,780.6,0,0,
2022-07-29 03:10:00,2022-07-29 08:10:00,83.0,59.0,0,0,15.2,97,780.6,0,0,
2022-07-29 03:00:00,2022-07-29 08:00:00,111.0,59.0,0,0,15.2,98,780.6,0,0,
2022-07-29 02:50:00,2022-07-29 07:50:00,90.0,59.0,0,0,15.2,99,780.6,0,0,
2022-07-29 02:40:00,2022-07-29 07:40:00,47.0,59.0,0,0,15.1,100,780.6,0,0,
2022-07-29 02:30:00,2022-07-29 07:30:00,41.0,59.0,0,0,15,100,780.6,0,0,
2022-07-29 02:20:00,2022-07-29 07:20:00,33.0,59.0,0,0,15,98,780.7,0,0,
2022-07-29 02:10:00,2022-07-29 07:10:00,1.0,59.0,0,0,14.9,97,780.8,0,0,
2022-07-29 02:00:00,2022-07-29 07:00:00,323.0,59.0,0,0,14.8,98,780.9,0,0,
2022-07-29 01:50:00,2022-07-29 06:50:00,316.0,59.0,0,0,14.8,96,781,0,0,
2022-07-29 01:40:00,2022-07-29 06:40:00,324.0,59.0,0,0,14.8,97,781.1,0,0,
2022-07-29 01:30:00,2022-07-29 06:30:00,220.0,59.0,0,0,14.8,97,781.2,0,0,
2022-07-29 01:20:00,2022-07-29 06:20:00,99.0,59.0,2.9,6.8,14.8,96,781.3,0,0,
2022-07-29 01:10:00,2022-07-29 06:10:00,67.0,77.0,6.4,9.1,14.8,94,781.4,0,0,
2022-07-29 01:00:00,2022-07-29 06:00:00,67.0,64.0,5.1,9.1,14.9,92,781.5,0,0,
2022-07-29 00:50:00,2022-07-29 05:50:00,72.0,82.0,8.5,12.5,15.1,91,781.5,0,0,
2022-07-29 00:40:00,2022-07-29 05:40:00,78.0,71.0,9,13.7,15.3,92,781.5,0,0,
2022-07-29 00:30:00,2022-07-29 05:30:00,55.0,65.0,6.5,9.1,15.3,94,781.5,0,0,
2022-07-29 00:20:00,2022-07-29 05:20:00,12.0,42.0,3,6.2,15.3,92,781.4,0,0,
2022-07-29 00:10:00,2022-07-29 05:10:00,341.0,317.0,0,0,15.3,92,781.3,0,0,
2022-07-29 00:00:00,2022-07-29 05:00:00,331.0,317.0,1.8,3.3,15.2,94,781.1,0,0,
2022-07-28 23:50:00,2022-07-29 04:50:00,336.0,341.0,3.4,6.2,15.3,94,781.1,0,0,
2022-07-28 23:40:00,2022-07-29 04:40:00,329.0,312.0,5.1,7.4,15.2,93,781.1,0,0,
2022-07-28 23:30:00,2022-07-29 04:30:00,319.0,330.0,5.6,7.9,15.3,90,781.1,0,0,
2022-07-28 23:20:00,2022-07-29 04:20:00,326.0,330.0,4.8,8.5,15.5,89,781.1,0,0,
2022-07-28 23:10:00,2022-07-29 04:10:00,8.0,26.0,4.2,6.2,15.5,91,781.1,0,0,
2022-07-28 23:00:00,2022-07-29 04:00:00,308.0,5.0,0,0,15.4,95,781.2,0,0,
2022-07-28 22:50:00,2022-07-29 03:50:00,353.0,5.0,0,0,15.3,95,781.1,0,0,
2022-07-28 22:40:00,2022-07-29 03:40:00,326.0,5.0,0,0,15.2,94,781.1,0,0,
2022-07-28 22:30:00,2022-07-29 03:30:00,349.0,5.0,0,0,15.2,93,781,0,0,
2022-07-28 22:20:00,2022-07-29 03:20:00,5.0,5.0,3.8,6.8,15.3,93,781,0,0,
2022-07-28 22:10:00,2022-07-29 03:10:00,32.0,55.0,5.2,7.9,15.2,97,781,0,0,
2022-07-28 22:00:00,2022-07-29 03:00:00,42.0,38.0,6.2,8.5,15,95,780.9,0,0,
2022-07-28 21:50:00,2022-07-29 02:50:00,54.0,41.0,6.6,9.7,14.8,92,780.9,0,0,
2022-07-28 21:40:00,2022-07-29 02:40:00,62.0,75.0,5.6,8.5,14.8,90,780.9,0,0,
2022-07-28 21:30:00,2022-07-29 02:30:00,94.0,106.0,7.6,11.4,14.7,90,780.7,0,0,
2022-07-28 21:20:00,2022-07-29 02:20:00,94.0,95.0,8.3,11.4,15,90,780.6,0.51,0,
2022-07-28 21:10:00,2022-07-29 02:10:00,106.0,122.0,10.3,14.9,15.4,94,780.4,0.51,0,
2022-07-28 21:00:00,2022-07-29 02:00:00,104.0,98.0,13.9,18.9,16.5,99,780.2,0.76,0,
2022-07-28 20:50:00,2022-07-29 01:50:00,85.0,96.0,13.6,17.2,17.4,91,780,0,0,
2022-07-28 20:40:00,2022-07-29 01:40:00,91.0,90.0,9.7,14.9,17.8,88,779.9,0,0,
2022-07-28 20:30:00,2022-07-29 01:30:00,82.0,62.0,10.4,17.7,18.1,83,779.7,0,0,
2022-07-28 20:20:00,2022-07-29 01:20:00,65.0,92.0,10.8,16.6,18.4,80,779.6,0,0,
2022-07-28 20:10:00,2022-07-29 01:10:00,65.0,84.0,7.2,13.1,18.6,77,779.5,0,5,
2022-07-28 20:00:00,2022-07-29 01:00:00,2.0,19.0,5.1,12.5,18.6,76,779.4,0,13,
2022-07-28 19:50:00,2022-07-29 00:50:00,351.0,1.0,5.8,11.4,18.6,75,779.3,0,21,
2022-07-28 19:40:00,2022-07-29 00:40:00,26.0,19.0,9.5,16.6,18.6,74,779.1,0,54,
2022-07-28 19:30:00,2022-07-29 00:30:00,18.0,14.0,12.6,20.6,18.5,74,778.9,0,89,
2022-07-28 19:20:00,2022-07-29 00:20:00,14.0,19.0,10.8,19.5,18.4,75,778.7,0,77,
2022-07-28 19:10:00,2022-07-29 00:10:00,27.0,13.0,16.5,23.5,18.5,75,778.6,0,72,
2022-07-28 19:00:00,2022-07-29 00:00:00,38.0,47.0,18.2,27.5,18.7,74,778.6,0,101,
2022-07-28 18:50:00,2022-07-28 23:50:00,42.0,29.0,18.4,29.2,19.3,72,778.5,0,118,
2022-07-28 18:40:00,2022-07-28 23:40:00,33.0,42.0,19.9,31,19.8,69,778.3,0,149,
2022-07-28 18:30:00,2022-07-28 23:30:00,28.0,27.0,16.8,29.8,20.4,68,778.2,0,264,
2022-07-28 18:20:00,2022-07-28 23:20:00,29.0,42.0,14.6,22.3,20.5,66,778.2,0,300,
2022-07-28 18:10:00,2022-07-28 23:10:00,26.0,23.0,14.9,24.6,21,65,778.2,0,197,
2022-07-28 18:00:00,2022-07-28 23:00:00,119.0,29.0,5.6,15.4,21.4,61,778.3,0,217,
2022-07-28 17:50:00,2022-07-28 22:50:00,114.0,118.0,6.8,9.7,21.5,59,778.3,0,274,
2022-07-28 17:40:00,2022-07-28 22:40:00,194.0,201.0,6.8,11.4,21.5,61,778.3,0,480,
2022-07-28 17:30:00,2022-07-28 22:30:00,204.0,207.0,8.4,12.5,21.8,63,778.2,0,444,
2022-07-28 17:20:00,2022-07-28 22:20:00,236.0,234.0,8.7,13.7,21.7,64,778.2,0,636,
2022-07-28 17:10:00,2022-07-28 22:10:00,253.0,257.0,9,14.3,21,66,778.3,0,650,
2022-07-28 17:00:00,2022-07-28 22:00:00,240.0,247.0,11,17.2,20.3,68,778.3,0,709,
2022-07-28 16:50:00,2022-07-28 21:50:00,240.0,253.0,8.3,13.1,19.4,71,778.5,0,482,
2022-07-28 15:40:00,2022-07-28 20:40:00,185.0,180.0,13.5,22.3,18.2,80,779.4,0,55,
2022-07-28 15:30:00,2022-07-28 20:30:00,183.0,192.0,14.2,23.5,18.9,75,779.5,0,53,
2022-07-28 15:20:00,2022-07-28 20:20:00,185.0,186.0,13.5,26.9,19.7,69,779.6,0,57,
2022-07-28 15:10:00,2022-07-28 20:10:00,156.0,167.0,14.1,22.3,20.5,66,779.7,0,57,
2022-07-28 15:00:00,2022-07-28 20:00:00,89.0,152.0,12.1,33.9,21.6,59,779.7,0,102,
2022-07-28 14:50:00,2022-07-28 19:50:00,45.0,41.0,10.9,17.7,22.1,55,779.7,0,240,
2022-07-28 14:40:00,2022-07-28 19:40:00,70.0,91.0,6,11.4,22.3,54,779.7,0,311,
2022-07-28 14:30:00,2022-07-28 19:30:00,348.0,346.0,8.8,17.7,22.5,56,779.9,0,563,
2022-07-28 14:20:00,2022-07-28 19:20:00,57.0,43.0,6.9,17.2,22.3,56,780.1,0,720,
2022-07-28 14:10:00,2022-07-28 19:10:00,69.0,75.0,10.4,17.7,22.2,56,780.1,0,818,
2022-07-28 14:00:00,2022-07-28 19:00:00,27.0,3.0,8.9,17.7,21.9,57,780.2,0,718,
2022-07-28 13:50:00,2022-07-28 18:50:00,30.0,32.0,12.6,22.3,22.3,55,780.3,0,526,
2022-07-28 13:40:00,2022-07-28 18:40:00,43.0,21.0,8.6,22.3,22.8,53,780.4,0,1072,
2022-07-28 13:30:00,2022-07-28 18:30:00,346.0,302.0,5.8,10.2,22,53,780.5,0,1164,
2022-07-28 13:20:00,2022-07-28 18:20:00,330.0,7.0,12.2,20.6,21.8,57,780.6,0,1107,
2022-07-28 13:10:00,2022-07-28 18:10:00,22.0,14.0,8.9,19.5,21.6,56,780.8,0,1116,
2022-07-28 13:00:00,2022-07-28 18:00:00,2.0,12.0,11.2,20,21.3,58,780.9,0,1131,
2022-07-28 12:50:00,2022-07-28 17:50:00,14.0,1.0,9.9,17.7,21.4,58,781.1,0,1100,
2022-07-28 12:40:00,2022-07-28 17:40:00,28.0,348.0,7.2,13.1,20.6,65,781.2,0,882,
2022-07-28 12:30:00,2022-07-28 17:30:00,50.0,24.0,7.9,12.5,20.5,67,781.3,0,609,
2022-07-28 12:20:00,2022-07-28 17:20:00,60.0,93.0,11.2,18.3,20.6,68,781.3,0,992,
2022-07-28 12:10:00,2022-07-28 17:10:00,64.0,58.0,7.8,16.6,20.3,70,781.4,0,980,
2022-07-28 12:00:00,2022-07-28 17:00:00,60.0,75.0,10.9,18.9,19.9,71,781.5,0,915,
2022-07-28 11:50:00,2022-07-28 16:50:00,74.0,31.0,8.4,14.9,19.7,72,781.5,0,870,
2022-07-28 11:40:00,2022-07-28 16:40:00,67.0,56.0,8.1,15.4,19.6,72,781.5,0,874,
2022-07-28 11:30:00,2022-07-28 16:30:00,78.0,81.0,9.3,13.1,19.1,75,781.5,0,850,
2022-07-28 11:20:00,2022-07-28 16:20:00,19.0,5.0,10.7,16,19.1,79,781.6,0,835,
2022-07-28 11:10:00,2022-07-28 16:10:00,94.0,121.0,6.2,12,19.3,86,781.6,0,802,
2022-07-28 11:00:00,2022-07-28 16:00:00,336.0,3.0,5.6,10.2,18.7,95,781.7,0,791,
2022-07-28 10:50:00,2022-07-28 15:50:00,307.0,4.0,5.2,10.8,18.4,97,781.7,0,746,
2022-07-28 10:40:00,2022-07-28 15:40:00,30.0,24.0,3.4,9.1,17.8,99,781.7,0,564,
2022-07-28 10:30:00,2022-07-28 15:30:00,4.0,27.0,4.9,9.7,18.4,97,781.7,0,340,
2022-07-28 10:20:00,2022-07-28 15:20:00,226.0,144.0,4.4,7.4,18.1,100,781.6,0,622,
2022-07-28 10:10:00,2022-07-28 15:10:00,248.0,231.0,4.8,9.7,18.2,100,781.6,0,532,
2022-07-28 10:00:00,2022-07-28 15:00:00,294.0,257.0,3.2,6.2,17.8,100,781.7,0,462,
2022-07-28 09:50:00,2022-07-28 14:50:00,97.0,268.0,0,0,17.4,100,781.6,0,368,
2022-07-28 09:40:00,2022-07-28 14:40:00,353.0,268.0,0,0,16.8,100,781.6,0,516,
2022-07-28 09:30:00,2022-07-28 14:30:00,308.0,268.0,0,0,15.9,100,781.6,0,496,
2022-07-28 09:20:00,2022-07-28 14:20:00,66.0,268.0,0,0,15,100,781.6,0,317,
2022-07-28 09:10:00,2022-07-28 14:10:00,248.0,268.0,0,0,14.6,100,781.6,0,160,
2022-07-28 09:00:00,2022-07-28 14:00:00,185.0,268.0,0,0,14.4,100,781.6,0,117,
2022-07-28 08:50:00,2022-07-28 13:50:00,257.0,268.0,0,0,14.2,99,781.5,0,117,
2022-07-28 08:40:00,2022-07-28 13:40:00,285.0,268.0,0,0,14,96,781.6,0,108,
2022-07-28 08:30:00,2022-07-28 13:30:00,318.0,268.0,0,0,13.8,95,781.6,0,70,
2022-07-28 08:20:00,2022-07-28 13:20:00,274.0,268.0,0,0,13.7,93,781.5,0,53,
2022-07-28 08:10:00,2022-07-28 13:10:00,257.0,268.0,0,0,13.7,90,781.4,0,54,
2022-07-28 08:00:00,2022-07-28 13:00:00,263.0,268.0,0,0,13.5,88,781.5,0,39,
2022-07-28 07:50:00,2022-07-28 12:50:00,359.0,268.0,0,0,13.4,88,781.5,0,13,
2022-07-28 07:40:00,2022-07-28 12:40:00,268.0,268.0,0,0,13.3,88,781.4,0,13,
2022-07-28 07:30:00,2022-07-28 12:30:00,254.0,268.0,0,0,13.3,88,781.3,0,8,
2022-07-28 07:20:00,2022-07-28 12:20:00,242.0,268.0,0,0,13.2,86,781.1,0,2,
2022-07-28 07:10:00,2022-07-28 12:10:00,204.0,268.0,0,0,13,83,781,0,0,
2022-07-28 07:00:00,2022-07-28 12:00:00,256.0,268.0,0,0,12.8,85,780.9,0,0,
2022-07-28 06:50:00,2022-07-28 11:50:00,264.0,268.0,0,0,12.8,88,780.9,0,0,
2022-07-28 06:40:00,2022-07-28 11:40:00,112.0,268.0,0,0,12.9,88,780.9,0,0,
2022-07-28 06:30:00,2022-07-28 11:30:00,54.0,268.0,0,0,12.9,89,780.9,0,0,
2022-07-28 06:20:00,2022-07-28 11:20:00,88.0,268.0,0,0,12.9,88,780.9,0,0,
2022-07-28 06:10:00,2022-07-28 11:10:00,135.0,268.0,0,0,12.9,90,780.8,0,0,
2022-07-28 06:00:00,2022-07-28 11:00:00,243.0,268.0,0,0,13,90,780.7,0,0,
2022-07-28 05:50:00,2022-07-28 10:50:00,266.0,268.0,2.8,5.6,13,93,780.6,0,0,
2022-07-28 05:40:00,2022-07-28 10:40:00,257.0,261.0,4.7,8.5,13.2,94,780.5,0,0,
2022-07-28 05:30:00,2022-07-28 10:30:00,261.0,260.0,3.3,7.9,13.3,97,780.5,0,0,
2022-07-28 05:20:00,2022-07-28 10:20:00,272.0,248.0,0,0,13.3,98,780.5,0,0,
2022-07-28 05:10:00,2022-07-28 10:10:00,305.0,248.0,0,0,13.4,98,780.4,0,0,
2022-07-28 05:00:00,2022-07-28 10:00:00,263.0,248.0,4.7,6.8,13.5,99,780.3,0,0,
2022-07-28 04:50:00,2022-07-28 09:50:00,253.0,246.0,6.2,7.9,13.5,99,780.3,0,0,
2022-07-28 04:40:00,2022-07-28 09:40:00,243.0,243.0,4.2,7.9,13.3,96,780.4,0,0,
2022-07-28 04:30:00,2022-07-28 09:30:00,252.0,259.0,0,0,13.2,94,780.5,0,0,
2022-07-28 04:20:00,2022-07-28 09:20:00,235.0,259.0,0,0,13,92,780.5,0,0,
2022-07-28 04:10:00,2022-07-28 09:10:00,242.0,259.0,0,0,12.9,94,780.5,0,0,
2022-07-28 04:00:00,2022-07-28 09:00:00,140.0,259.0,0,0,13.1,94,780.6,0,0,
2022-07-28 03:50:00,2022-07-28 08:50:00,189.0,259.0,0,0,13.2,97,780.6,0,0,
2022-07-28 03:40:00,2022-07-28 08:40:00,263.0,259.0,4.2,6.8,13.3,99,780.5,0,0,
2022-07-28 03:30:00,2022-07-28 08:30:00,227.0,217.0,4.3,7.9,13.6,100,780.5,0,0,
2022-07-28 03:20:00,2022-07-28 08:20:00,217.0,226.0,3.9,7.9,13.6,99,780.7,0,0,
2022-07-28 03:10:00,2022-07-28 08:10:00,237.0,247.0,6.1,9.7,13.6,100,780.9,0,0,
2022-07-28 03:00:00,2022-07-28 08:00:00,251.0,247.0,8,9.7,13.7,99,781.1,0,0,
2022-07-28 02:50:00,2022-07-28 07:50:00,248.0,261.0,5.6,7.9,13.8,99,781.2,0,0,
2022-07-28 02:40:00,2022-07-28 07:40:00,250.0,260.0,7.6,10.8,13.8,99,781.2,0,0,
2022-07-28 02:30:00,2022-07-28 07:30:00,262.0,270.0,6.4,10.8,13.8,98,781.2,0,0,
2022-07-28 02:20:00,2022-07-28 07:20:00,257.0,273.0,0,0,13.9,95,781.4,0,0,
2022-07-28 02:10:00,2022-07-28 07:10:00,291.0,273.0,1.9,4.5,14,96,781.6,0,0,
2022-07-28 02:00:00,2022-07-28 07:00:00,285.0,247.0,2.7,5.6,14,96,781.7,0,0,
2022-07-28 01:50:00,2022-07-28 06:50:00,242.0,252.0,6.5,9.7,14,95,781.8,0,0,
2022-07-28 01:40:00,2022-07-28 06:40:00,260.0,266.0,8,11.4,14.1,95,781.8,0,0,
2022-07-28 01:30:00,2022-07-28 06:30:00,251.0,261.0,8.4,12,14.3,92,781.8,0,0,
2022-07-28 01:20:00,2022-07-28 06:20:00,248.0,238.0,6,9.1,14.3,92,781.8,0,0,
2022-07-28 01:10:00,2022-07-28 06:10:00,260.0,254.0,2.1,6.2,14.3,95,781.8,0,0,
2022-07-28 01:00:00,2022-07-28 06:00:00,274.0,259.0,2.5,4.5,14.2,97,781.7,0,0,
2022-07-28 00:50:00,2022-07-28 05:50:00,244.0,240.0,5.3,6.2,14.2,98,781.8,0,0,
2022-07-28 00:40:00,2022-07-28 05:40:00,216.0,236.0,4,6.8,14.1,94,781.8,0,0,
2022-07-28 00:30:00,2022-07-28 05:30:00,220.0,221.0,2.1,3.9,14,94,781.7,0,0,
2022-07-28 00:20:00,2022-07-28 05:20:00,283.0,282.0,2.3,4.5,14,95,781.6,0,0,
2022-07-28 00:10:00,2022-07-28 05:10:00,278.0,300.0,3.3,5.6,14.1,95,781.5,0,0,
2022-07-28 00:00:00,2022-07-28 05:00:00,171.0,191.0,1.6,2.2,14.2,93,781.7,0,0,
2022-07-27 23:50:00,2022-07-28 04:50:00,359.0,332.0,4.8,8.5,14.2,94,781.6,0,0,
2022-07-27 23:40:00,2022-07-28 04:40:00,355.0,348.0,6,9.7,14.4,93,781.6,0,0,
2022-07-27 23:30:00,2022-07-28 04:30:00,11.0,7.0,4.5,6.8,14.5,95,781.6,0,0,
2022-07-27 23:20:00,2022-07-28 04:20:00,348.0,339.0,5.6,8.5,14.7,96,781.5,0,0,
2022-07-27 23:10:00,2022-07-28 04:10:00,354.0,346.0,6,7.9,14.9,97,781.6,0,0,
2022-07-27 23:00:00,2022-07-28 04:00:00,15.0,14.0,3.8,5.6,14.9,100,781.7,0,0,
2022-07-27 22:50:00,2022-07-28 03:50:00,23.0,56.0,5.3,7.9,14.9,100,781.6,0,0,
2022-07-27 22:40:00,2022-07-28 03:40:00,40.0,35.0,6.1,6.8,14.9,100,781.7,0,0,
2022-07-27 22:30:00,2022-07-28 03:30:00,42.0,52.0,5.7,6.8,14.7,99,781.7,0,0,
2022-07-27 22:20:00,2022-07-28 03:20:00,324.0,29.0,1.9,5.1,14.6,99,781.5,0,0,
2022-07-27 22:10:00,2022-07-28 03:10:00,272.0,313.0,1.6,2.2,14.7,96,781.5,0,0,
2022-07-27 22:00:00,2022-07-28 03:00:00,139.0,123.0,2.8,5.1,14.6,96,781.4,0,0,
2022-07-27 21:50:00,2022-07-28 02:50:00,18.0,119.0,2.2,4.5,14.6,96,781.2,0,0,
2022-07-27 21:40:00,2022-07-28 02:40:00,263.0,290.0,2.6,7.4,14.5,97,781.1,0,0,
2022-07-27 21:30:00,2022-07-28 02:30:00,256.0,257.0,7.7,11.4,14.5,98,781.1,0,0,
2022-07-27 21:20:00,2022-07-28 02:20:00,252.0,249.0,5.6,10.8,14.4,96,781.2,0,0,
2022-07-27 21:10:00,2022-07-28 02:10:00,272.0,272.0,3.8,5.6,14.4,96,781.2,0,0,
2022-07-27 21:00:00,2022-07-28 02:00:00,260.0,247.0,5.5,9.1,14.4,98,781.1,0,0,
2022-07-27 20:50:00,2022-07-28 01:50:00,251.0,268.0,8.7,12,14.3,98,781.1,0,0,
2022-07-27 20:40:00,2022-07-28 01:40:00,246.0,242.0,7.9,10.2,14.3,97,781,0,0,
2022-07-27 20:30:00,2022-07-28 01:30:00,245.0,243.0,8.6,10.2,14.3,98,780.9,0,0,
